File,aid,Date,7,8,9,13,15
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023045_aid0001,aid0001,2023-02-14 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023046_aid0001,aid0001,2023-02-15 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023047_aid0001,aid0001,2023-02-16 00:00:00+00:00,,13.0,15.0,4.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023048_aid0001,aid0001,2023-02-17 00:00:00+00:00,5.0,10.0,13.0,2.0,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023049_aid0001,aid0001,2023-02-18 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023050_aid0001,aid0001,2023-02-19 00:00:00+00:00,8.0,12.0,10.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023051_aid0001,aid0001,2023-02-20 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023052_aid0001,aid0001,2023-02-21 00:00:00+00:00,2.0,15.0,14.0,,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023053_aid0001,aid0001,2023-02-22 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023054_aid0001,aid0001,2023-02-23 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023055_aid0001,aid0001,2023-02-24 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023056_aid0001,aid0001,2023-02-25 00:00:00+00:00,3.0,14.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023057_aid0001,aid0001,2023-02-26 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023058_aid0001,aid0001,2023-02-27 00:00:00+00:00,9.0,13.0,8.0,,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023059_aid0001,aid0001,2023-02-28 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023060_aid0001,aid0001,2023-03-01 00:00:00+00:00,,16.0,15.0,,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023061_aid0001,aid0001,2023-03-02 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023062_aid0001,aid0001,2023-03-03 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023063_aid0001,aid0001,2023-03-04 00:00:00+00:00,1.0,16.0,15.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023064_aid0001,aid0001,2023-03-05 00:00:00+00:00,5.0,12.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023065_aid0001,aid0001,2023-03-06 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023066_aid0001,aid0001,2023-03-07 00:00:00+00:00,8.0,14.0,10.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023067_aid0001,aid0001,2023-03-08 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023068_aid0001,aid0001,2023-03-09 00:00:00+00:00,1.0,16.0,13.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023069_aid0001,aid0001,2023-03-10 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023070_aid0001,aid0001,2023-03-11 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023071_aid0001,aid0001,2023-03-12 00:00:00+00:00,3.0,16.0,14.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023072_aid0001,aid0001,2023-03-13 00:00:00+00:00,7.0,11.0,15.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023073_aid0001,aid0001,2023-03-14 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023074_aid0001,aid0001,2023-03-15 00:00:00+00:00,7.0,14.0,9.0,,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023075_aid0001,aid0001,2023-03-16 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023076_aid0001,aid0001,2023-03-17 00:00:00+00:00,1.0,16.0,14.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023077_aid0001,aid0001,2023-03-18 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023078_aid0001,aid0001,2023-03-19 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023079_aid0001,aid0001,2023-03-20 00:00:00+00:00,,16.0,16.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023080_aid0001,aid0001,2023-03-21 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023081_aid0001,aid0001,2023-03-22 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023082_aid0001,aid0001,2023-03-23 00:00:00+00:00,7.0,14.0,10.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023083_aid0001,aid0001,2023-03-24 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023084_aid0001,aid0001,2023-03-25 00:00:00+00:00,1.0,16.0,11.0,1.0,4.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023085_aid0001,aid0001,2023-03-26 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023086_aid0001,aid0001,2023-03-27 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023087_aid0001,aid0001,2023-03-28 00:00:00+00:00,1.0,15.0,15.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023088_aid0001,aid0001,2023-03-29 00:00:00+00:00,6.0,11.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023089_aid0001,aid0001,2023-03-30 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023090_aid0001,aid0001,2023-03-31 00:00:00+00:00,9.0,14.0,6.0,3.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023091_aid0001,aid0001,2023-04-01 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023092_aid0001,aid0001,2023-04-02 00:00:00+00:00,1.0,16.0,11.0,5.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023093_aid0001,aid0001,2023-04-03 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023094_aid0001,aid0001,2023-04-04 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023095_aid0001,aid0001,2023-04-05 00:00:00+00:00,1.0,16.0,15.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023096_aid0001,aid0001,2023-04-06 00:00:00+00:00,6.0,12.0,14.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023097_aid0001,aid0001,2023-04-07 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023098_aid0001,aid0001,2023-04-08 00:00:00+00:00,9.0,13.0,9.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023099_aid0001,aid0001,2023-04-09 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023100_aid0001,aid0001,2023-04-10 00:00:00+00:00,2.0,16.0,12.0,2.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023101_aid0001,aid0001,2023-04-11 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023102_aid0001,aid0001,2023-04-12 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023103_aid0001,aid0001,2023-04-13 00:00:00+00:00,,16.0,16.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023104_aid0001,aid0001,2023-04-14 00:00:00+00:00,3.0,14.0,14.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023105_aid0001,aid0001,2023-04-15 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023106_aid0001,aid0001,2023-04-16 00:00:00+00:00,9.0,13.0,7.0,1.0,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023107_aid0001,aid0001,2023-04-17 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023108_aid0001,aid0001,2023-04-18 00:00:00+00:00,1.0,16.0,14.0,2.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023109_aid0001,aid0001,2023-04-19 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023110_aid0001,aid0001,2023-04-20 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023111_aid0001,aid0001,2023-04-21 00:00:00+00:00,1.0,16.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023112_aid0001,aid0001,2023-04-22 00:00:00+00:00,5.0,12.0,15.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023113_aid0001,aid0001,2023-04-23 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023114_aid0001,aid0001,2023-04-24 00:00:00+00:00,8.0,14.0,9.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023115_aid0001,aid0001,2023-04-25 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023116_aid0001,aid0001,2023-04-26 00:00:00+00:00,,16.0,17.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023117_aid0001,aid0001,2023-04-27 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023118_aid0001,aid0001,2023-04-28 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023119_aid0001,aid0001,2023-04-29 00:00:00+00:00,1.0,16.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023120_aid0001,aid0001,2023-04-30 00:00:00+00:00,5.0,12.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023121_aid0001,aid0001,2023-05-01 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023122_aid0001,aid0001,2023-05-02 00:00:00+00:00,8.0,14.0,8.0,,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023123_aid0001,aid0001,2023-05-03 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023124_aid0001,aid0001,2023-05-04 00:00:00+00:00,2.0,16.0,15.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023125_aid0001,aid0001,2023-05-05 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023126_aid0001,aid0001,2023-05-06 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023127_aid0001,aid0001,2023-05-07 00:00:00+00:00,2.0,16.0,14.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023128_aid0001,aid0001,2023-05-08 00:00:00+00:00,3.0,14.0,15.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023129_aid0001,aid0001,2023-05-09 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023130_aid0001,aid0001,2023-05-10 00:00:00+00:00,9.0,13.0,11.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023131_aid0001,aid0001,2023-05-11 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023132_aid0001,aid0001,2023-05-12 00:00:00+00:00,2.0,15.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023133_aid0001,aid0001,2023-05-13 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023134_aid0001,aid0001,2023-05-14 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023135_aid0001,aid0001,2023-05-15 00:00:00+00:00,,16.0,15.0,,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023136_aid0001,aid0001,2023-05-16 00:00:00+00:00,3.0,15.0,14.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023137_aid0001,aid0001,2023-05-17 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023138_aid0001,aid0001,2023-05-18 00:00:00+00:00,10.0,7.0,10.0,5.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023139_aid0001,aid0001,2023-05-19 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023140_aid0001,aid0001,2023-05-20 00:00:00+00:00,,16.0,14.0,,3.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023141_aid0001,aid0001,2023-05-21 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023142_aid0001,aid0001,2023-05-22 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023143_aid0001,aid0001,2023-05-23 00:00:00+00:00,,16.0,16.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023144_aid0001,aid0001,2023-05-24 00:00:00+00:00,2.0,15.0,16.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023145_aid0001,aid0001,2023-05-25 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023146_aid0001,aid0001,2023-05-26 00:00:00+00:00,10.0,12.0,10.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023147_aid0001,aid0001,2023-05-27 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023148_aid0001,aid0001,2023-05-28 00:00:00+00:00,,16.0,13.0,,4.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023149_aid0001,aid0001,2023-05-29 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023150_aid0001,aid0001,2023-05-30 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023151_aid0001,aid0001,2023-05-31 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023152_aid0001,aid0001,2023-06-01 00:00:00+00:00,2.0,15.0,15.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023153_aid0001,aid0001,2023-06-02 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023154_aid0001,aid0001,2023-06-03 00:00:00+00:00,10.0,12.0,11.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023155_aid0001,aid0001,2023-06-04 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023156_aid0001,aid0001,2023-06-05 00:00:00+00:00,2.0,16.0,14.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023157_aid0001,aid0001,2023-06-06 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023158_aid0001,aid0001,2023-06-07 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023159_aid0001,aid0001,2023-06-08 00:00:00+00:00,,16.0,16.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023160_aid0001,aid0001,2023-06-09 00:00:00+00:00,3.0,14.0,15.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023161_aid0001,aid0001,2023-06-10 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023162_aid0001,aid0001,2023-06-11 00:00:00+00:00,9.0,13.0,10.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023163_aid0001,aid0001,2023-06-12 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023164_aid0001,aid0001,2023-06-13 00:00:00+00:00,1.0,16.0,15.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023165_aid0001,aid0001,2023-06-14 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023166_aid0001,aid0001,2023-06-15 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023167_aid0001,aid0001,2023-06-16 00:00:00+00:00,2.0,16.0,13.0,,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023168_aid0001,aid0001,2023-06-17 00:00:00+00:00,5.0,14.0,14.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023169_aid0001,aid0001,2023-06-18 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023170_aid0001,aid0001,2023-06-19 00:00:00+00:00,9.0,13.0,9.0,,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023171_aid0001,aid0001,2023-06-20 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023172_aid0001,aid0001,2023-06-21 00:00:00+00:00,,15.0,16.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023173_aid0001,aid0001,2023-06-22 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023174_aid0001,aid0001,2023-06-23 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023175_aid0001,aid0001,2023-06-24 00:00:00+00:00,3.0,16.0,14.0,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023176_aid0001,aid0001,2023-06-25 00:00:00+00:00,7.0,10.0,15.0,,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023177_aid0001,aid0001,2023-06-26 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023178_aid0001,aid0001,2023-06-27 00:00:00+00:00,8.0,14.0,10.0,1.0,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023179_aid0001,aid0001,2023-06-28 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023180_aid0001,aid0001,2023-06-29 00:00:00+00:00,1.0,10.0,16.0,5.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023181_aid0001,aid0001,2023-06-30 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023182_aid0001,aid0001,2023-07-01 00:00:00+00:00,33.0,,,,
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023183_aid0001,aid0001,2023-07-02 00:00:00+00:00,,14.0,13.0,4.0,2.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023184_aid0001,aid0001,2023-07-03 00:00:00+00:00,7.0,11.0,13.0,1.0,1.0
Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_2023185_aid0001,aid0001,2023-07-04 00:00:00+00:00,33.0,,,,
